timestamp,converged,total_load_kw,total_losses_kw,total_bdwpt_kw,bdwpt_charging_kw,bdwpt_discharging_kw,voltage_bus_650,voltage_bus_632,voltage_bus_670,voltage_bus_671,voltage_bus_680,voltage_bus_633,voltage_bus_645,voltage_bus_646,voltage_bus_692,voltage_bus_675,voltage_bus_684,voltage_bus_611,voltage_bus_652,voltage_bus_634,bdwpt_node_632_kw,bdwpt_node_633_kw,bdwpt_node_634_kw,bdwpt_node_645_kw,bdwpt_node_646_kw,bdwpt_node_671_kw,bdwpt_node_675_kw,bdwpt_node_680_kw,vehicles_G2V,vehicles_V2G,vehicles_idle,net_load
2024-01-01 06:45:00,1,-537.8506855529994,5.352858391864207,-25.775231139475718,0.0,25.775231139475718,0.9998396489775385,0.999818453418551,0.9996920075982779,0.9920440996548525,0.9904764285405772,0.983876473094983,0.9893653478282393,0.9878079937871558,0.981204102543709,0.9840281488910615,0.982491608069272,0.9758798990903339,0.9840282243987281,0.9824916834993768,-12.57494890962435,0.0,0.0,-13.200282229851368,0.0,0,0.0,0,0,2,0,-512.0754544135236
2024-01-01 07:00:00,1,-537.8720933211297,5.3305638930076675,-39.05446358118677,0.0,39.05446358118677,0.9998396420416636,0.9998205024926763,0.9996940973509754,0.9920316411812335,0.9905666787600114,0.983993269380593,0.9893529637254321,0.9878984732912744,0.9813210967987179,0.984015910048947,0.9825825432004862,0.9759972854653408,0.9840159855571313,0.9825826186375386,-11.729574193010949,0.0,0.0,-27.324889388175826,0.0,0,0.0,0,0,3,0,-498.8176297399429
2024-01-01 07:15:00,1,-537.8666152567052,5.335231760601729,-36.17665054901047,0.0,36.17665054901047,0.9998394963580869,0.9998200531207883,0.9996936420896407,0.9920265767644364,0.9905464546595308,0.9839691100051068,0.9893478797866261,0.9878782064696875,0.9812969032197059,0.9840107878373258,0.9825621915658552,0.9759730242624488,0.9840108633449016,0.9825622670013493,-10.941031390119456,0.0,0.0,-25.235619158891012,0.0,0,0.0,0,0,3,0,-501.6899647076948
2024-01-01 07:30:00,1,-537.8439662343412,5.360799239883321,-20.918503914771435,0.0,20.918503914771435,0.999839244509335,0.999817687915465,0.9996912347393803,0.9920271901268991,0.9904415117420273,0.9838368307215519,0.9893483805485587,0.9877729917020525,0.9811643833489676,0.9840110676737307,0.982456436836688,0.975840027856218,0.9840111431798299,0.9824565122640952,-10.205499868094618,0.0,0.0,-10.713004046676815,0.0,0,0.0,0,0,3,0,-516.9254623195698
2024-01-01 07:45:00,1,-537.8441513071696,5.363147728524586,-29.227151327955365,0.0,29.227151327955365,0.9998391265613237,0.9998174654586088,0.9996910098308851,0.992022251578175,0.9904313595088327,0.9838252952314696,0.9893434115177172,0.9877628012960885,0.9811528070770025,0.9840060382925465,0.9824461707416903,0.9758283706984408,0.9840061137981849,0.9824462461683106,-9.519415843348762,0.0,-9.714933390647555,-9.992802093959046,0.0,0,0.0,0,0,4,0,-508.6169999792142
2024-01-01 08:00:00,1,-537.8427929334326,5.3653109775073045,-27.252586532798702,0.0,27.252586532798702,0.9998390171403037,0.9998172585224563,0.9996908008384549,0.9920176755074854,0.9904219194367128,0.9838145755167864,0.989338816948648,0.9877533353491398,0.981142062712652,0.9840014071835022,0.9824366534814388,0.9758175775128447,0.9840014826887157,0.9824367289073292,-8.87945511438414,0.0,-9.05211433917545,-9.32101707923911,0.0,0,0.0,0,0,4,0,-510.5902064006339
2024-01-01 08:15:00,1,-537.8942244963154,5.309748800248103,-55.410765589417274,0.0,55.410765589417274,0.9998391905345262,0.9998217034324453,0.99969533334255,0.992000595771291,0.9906181429293773,0.9840663419689758,0.9893219168914418,0.9879500620523483,0.9813942666580828,0.9839848587407257,0.9826343799954368,0.9760706479912302,0.9839849342477036,0.9826344554364427,-8.282516955433945,0.0,-8.433854551667856,-8.694394082315473,-30.0,0,0.0,0,0,5,0,-482.4834589068981
2024-01-01 08:30:00,1,-537.8621408369655,5.340652018901591,-38.3439647263839,0.0,38.3439647263839,0.9998389557205268,0.9998191507807741,0.9996927337193197,0.9920032412079731,0.9905050559064239,0.983923128297321,0.9893244684918956,0.9878367050752499,0.9812508267652874,0.983987226979689,0.9825204866752134,0.9759267602691414,0.9839873024852024,0.9825205621075093,-7.725709092883762,0.0,-7.866872733068337,-8.109897001151406,-14.641485899280394,0,0.0,0,0,5,0,-499.51817611058163
2024-01-01 08:45:00,1,-537.8606582563125,5.344814614020139,-28.169993608903084,0.0,28.169993608903084,0.9998388547962994,0.9998187900972015,0.9996923673917105,0.992000021542824,0.9904888686622557,0.9839035405364775,0.9893212138791926,0.9878204634803329,0.9812311840864271,0.9839839033180169,0.9825041372316023,0.9759070086935564,0.9839839788230903,0.9825042126626465,-7.206333691681493,0.0,0.0,-7.564693841410136,-13.398966075811455,0,0.0,0,0,5,0,-509.6906646474094
2024-01-01 09:00:00,1,-537.8577958079425,5.348613601456857,-26.05101981879512,0.0,26.05101981879512,0.9998387615643161,0.9998184593246602,0.9996920316829326,0.9919970351149241,0.9904740246747383,0.9838855975658726,0.9893182051040669,0.9878055791872783,0.9812132038997544,0.9839808505118945,0.9824891729378671,0.9758889547854092,0.9839809260165654,0.9824892483677659,-6.721874283837359,0.0,0.0,-7.056142994928783,-12.273002540028978,0,0.0,0,0,5,0,-511.80677598914735
