timestamp,converged,total_load_kw,total_losses_kw,total_bdwpt_kw,bdwpt_charging_kw,bdwpt_discharging_kw,voltage_bus_650,voltage_bus_632,voltage_bus_670,voltage_bus_671,voltage_bus_680,voltage_bus_633,voltage_bus_645,voltage_bus_646,voltage_bus_692,voltage_bus_675,voltage_bus_684,voltage_bus_611,voltage_bus_652,voltage_bus_634,bdwpt_node_632_kw,bdwpt_node_633_kw,bdwpt_node_634_kw,bdwpt_node_645_kw,bdwpt_node_646_kw,bdwpt_node_671_kw,bdwpt_node_675_kw,bdwpt_node_680_kw,vehicles_G2V,vehicles_V2G,vehicles_idle,net_load
2024-01-01 00:00:00,1,-547.8190413642137,5.57669156519536,14.939488659952085,14.939488659952085,0.0,0.9998373788945408,0.9998103423770552,0.9996831933127335,0.9920074967244119,0.9900239596428776,0.983409231719136,0.9893274931351088,0.9873547251622846,0.9807363409368041,0.9839877972336324,0.9820367606769113,0.9754111217770973,0.9839878727326773,0.9820368360775381,0.0,0,0.0,0,14.939488659952085,0,0.0,0.0,1,0,0,-562.7585300241658
2024-01-01 00:15:00,1,-546.811384371368,5.558111615900703,13.427754688409316,13.427754688409316,0.0,0.9998373889020855,0.9998107508539332,0.9996836682509345,0.9920019925498785,0.9900509286505512,0.9834351181332197,0.9893220440060063,0.9873817039537216,0.980762199676817,0.9839824587368985,0.982063758154566,0.9754369241325382,0.9839825342359552,0.9820638335567164,0.0,0,0.0,0,13.427754688409316,0,0.0,0.0,1,0,0,-560.2391390597774
2024-01-01 00:30:00,1,-537.8794047153286,5.337156739003015,-30.0,0.0,30.0,0.9998377724528325,0.9998190252325021,0.9996926282217193,0.9919412671777769,0.9904959612831545,0.9839275907630597,0.9892623188005549,0.9878275290396258,0.9812551702450278,0.9839247278194045,0.982511150181317,0.9759308677934077,0.9839248033208711,0.9825112256128727,0.0,0,0.0,0,-30.0,0,0.0,0.0,0,1,0,-507.87940471532863
2024-01-01 00:45:00,1,-548.7061840598096,5.593109481317807,16.270674469589185,16.270674469589185,0.0,0.9998373696569742,0.999809982975096,0.9996827753519651,0.992012323930718,0.9900002278835212,0.9833864483506125,0.9893322653654365,0.9873309908236582,0.9807135870291198,0.9839924590188275,0.9820130218324001,0.9753884277834294,0.9839925345178591,0.9820130972316882,0.0,0,0.0,0,16.270674469589185,0,0.0,0.0,1,0,0,-564.9768585293988
2024-01-01 01:00:00,1,-547.6124705257778,5.572881139697443,14.624237172071231,14.624237172071231,0.0,0.9998373790913674,0.9998104265175414,0.9996832906967421,0.9920062547044579,0.9900295291887338,0.9834145434969784,0.9893262318747018,0.9873602793848228,0.9807416193676939,0.9839864978669892,0.9820422843733616,0.9754163337553958,0.9839865733660222,0.9820423597742978,0.0,0,0.0,0,14.624237172071231,0,0.0,0.0,1,0,0,-562.236707697849
2024-01-01 01:15:00,1,-546.621681727412,5.554620936262464,13.14440364870688,13.14440364870688,0.0,0.9998373912232107,0.9998108276530541,0.9996837576514297,0.9920009831355697,0.9900559960177098,0.9834399900979933,0.9893210521530158,0.9873867772384594,0.9807670729617461,0.9839815020464621,0.9820688430375378,0.9754417997555966,0.9839815775455243,0.9820689184399751,0.0,0,0.0,0,13.14440364870688,0,0.0,0.0,1,0,0,-559.7660853761189
2024-01-01 01:30:00,1,-537.8793330762571,5.337155350656597,-30.0,0.0,30.0,0.9998377724920059,0.999819025253221,0.9996926282538725,0.9919412691364534,0.9904959623654338,0.9839275924365559,0.989262321396595,0.9878275304721161,0.981255172472279,0.9839247316847861,0.9825111523082056,0.9759308711187485,0.9839248071862532,0.982511227739762,0.0,0,0.0,0,-30.0,0,0.0,0.0,0,1,0,-507.8793330762571
2024-01-01 01:45:00,1,-548.5357330872218,5.589949437903271,16.015995856523304,16.015995856523304,0.0,0.9998373717041232,0.9998100520099479,0.9996828557041504,0.9920114145129719,0.9900047825659379,0.9833908268750744,0.9893313710772025,0.9873355504677975,0.9807179661335584,0.9839915950308427,0.9820175911935969,0.9753928077860519,0.9839916705298791,0.982017666593143,0.0,0,0.0,0,16.015995856523304,0,0.0,0.0,1,0,0,-564.5517289437452
2024-01-01 02:00:00,1,-547.4592046422607,5.57005177921096,14.39532960913702,14.39532960913702,0.0,0.9998373809689249,0.9998104885734631,0.999683362935222,0.9920054392778078,0.990033623482418,0.9834184800322032,0.9893254306667698,0.9873643784874129,0.9807455569940806,0.9839857251283384,0.9820463929020036,0.97542027331955,0.9839858006273757,0.9820464683031721,0.0,0,0.0,0,14.39532960913702,0,0.0,0.0,1,0,0,-561.8545342513977
2024-01-01 02:15:00,1,-546.483934714148,5.5520879203855245,12.938659351069584,12.938659351069584,0.0,0.9998373929101484,0.9998108834172229,0.9996838225648954,0.9920002502831807,0.9900596754779701,0.9834435276451369,0.9893203320792886,0.987390461020254,0.9807706114892207,0.9839808075586848,0.9820725352900869,0.9754453400239728,0.9839808830577512,0.9820726106927338,0.0,0,0.0,0,12.938659351069584,0,0.0,0.0,1,0,0,-559.4225940652175
2024-01-01 02:30:00,1,-537.8792810566749,5.337154343227954,-30.0,0.0,30.0,0.9998377725204501,0.9998190252682662,0.9996926282772199,0.9919412705587038,0.9904959631513355,0.9839275936517244,0.9892623232816528,0.9878275315123254,0.9812551740895434,0.983924734491548,0.982511153852656,0.9759308735333645,0.9839248099930151,0.9825112292842121,0.0,0,0.0,0,-30.0,0,0.0,0.0,0,1,0,-507.8792810566749
